temp, humidity, soilMoisture
27.2, 49.7, 81.6
27.2, 49.6, 81.5
27.2, 49.5, 81.5
27.1, 49.7, 81.5
27.1, 50.0, 81.5
27.1, 50.2, 81.4
27.1, 50.4, 81.5
27.1, 50.4, 81.4
27.0, 50.3, 81.5
27.0, 50.4, 81.5
27.0, 50.6, 81.4
26.9, 50.6, 81.4
26.9, 50.5, 81.4
26.7, 50.9, 81.3
26.9, 50.5, 81.3
26.9, 50.6, 81.2
26.9, 50.5, 81.1
26.8, 50.7, 81.1
26.9, 50.6, 81.0
26.9, 50.3, 80.9
26.9, 50.4, 80.8
26.8, 50.4, 80.8
26.9, 50.2, 80.6
26.8, 50.2, 80.6
26.8, 50.3, 80.6
26.8, 50.2, 80.5
26.9, 50.3, 80.4
26.9, 50.1, 80.4
26.9, 49.5, 80.3
26.9, 49.3, 80.2
26.9, 49.3, 80.2
26.9, 49.3, 80.1
26.9, 49.5, 80.0
26.9, 49.7, 80.0
26.9, 49.9, 79.9
26.9, 50.2, 79.8
26.9, 50.6, 79.6
26.9, 50.7, 79.5
26.9, 50.8, 79.5
26.9, 50.8, 79.4
26.9, 50.5, 79.3
27.0, 50.3, 79.2
27.0, 50.1, 79.1
27.0, 49.9, 79.1
27.0, 49.8, 79.1
27.0, 49.8, 79.1
27.1, 50.0, 79.0
27.1, 49.7, 78.9
27.1, 49.4, 78.9
27.1, 49.5, 78.8
27.1, 49.4, 78.8
27.2, 49.2, 78.7
27.2, 49.3, 78.6
27.2, 49.3, 78.6
27.2, 49.7, 78.5
27.2, 49.7, 78.5
27.2, 49.6, 78.4
27.2, 49.3, 78.4
27.2, 49.0, 78.4
27.2, 48.9, 78.3
27.1, 49.1, 78.2
27.1, 49.1, 78.2
27.0, 49.1, 78.1
27.0, 49.2, 78.1
26.9, 49.4, 78.0
26.9, 49.7, 78.0
26.8, 50.1, 77.9
26.8, 50.1, 77.9
26.8, 50.1, 77.8
26.8, 50.0, 77.7
26.7, 50.1, 77.7
26.7, 50.2, 77.7
26.7, 50.4, 77.7
26.6, 50.6, 77.6
26.6, 50.8, 77.5
26.6, 50.9, 77.5
26.6, 51.2, 77.4
26.6, 51.4, 77.4
26.5, 51.6, 77.4
26.5, 51.6, 77.3
26.5, 51.6, 77.3
26.5, 51.7, 77.3
26.5, 51.8, 77.3
26.5, 52.0, 77.3
26.5, 52.1, 77.2
26.4, 52.3, 77.2
26.5, 52.2, 77.1
26.5, 52.5, 77.1
26.5, 52.4, 77.0
26.5, 52.3, 77.0
26.5, 52.2, 77.0
26.5, 52.1, 76.9
26.5, 52.1, 76.9
26.5, 52.2, 76.9
26.5, 52.3, 76.8
26.5, 52.3, 76.8
26.5, 52.2, 76.7
26.5, 52.4, 76.7
26.4, 52.4, 76.7
26.5, 52.4, 76.7
26.5, 52.5, 76.6
26.5, 52.4, 76.6
26.5, 52.4, 76.6
26.5, 52.6, 76.5
26.5, 52.8, 76.5
26.5, 52.9, 76.5
26.5, 52.6, 76.4
26.5, 52.4, 76.4
26.5, 52.1, 76.3
26.5, 51.8, 76.3
26.5, 52.1, 76.3
26.5, 52.2, 76.3
26.5, 52.1, 76.3
26.5, 51.9, 76.4
26.5, 51.8, 76.3
26.5, 51.9, 76.3
26.4, 52.0, 76.3
26.4, 52.3, 76.2
26.4, 52.4, 76.2
26.5, 52.4, 76.2
26.5, 52.0, 76.1
26.4, 52.3, 76.1
26.5, 52.3, 76.1
26.4, 52.2, 76.1
26.4, 52.6, 76.0
26.4, 52.9, 76.0
26.5, 52.8, 76.0
26.5, 52.4, 76.0
26.5, 52.0, 76.0
26.5, 51.8, 75.9
26.5, 52.4, 75.9
26.5, 52.8, 75.8
26.5, 52.9, 75.8
26.5, 53.1, 75.8
26.5, 52.8, 75.7
26.5, 52.8, 75.6
26.6, 52.6, 75.6
26.3, 53.1, 75.6
26.5, 53.8, 75.5
26.6, 54.3, 75.5
26.6, 53.3, 75.4
26.6, 53.4, 75.4
26.6, 53.6, 75.5
26.6, 54.4, 75.5
26.7, 53.9, 75.4
26.7, 54.3, 75.4
26.7, 53.8, 75.4
26.8, 53.2, 75.4
26.8, 53.2, 75.3
26.9, 53.6, 75.4
26.9, 53.1, 75.4
26.9, 53.0, 75.3
26.9, 52.7, 75.3
26.9, 52.4, 75.2
27.0, 51.4, 75.2
27.0, 51.5, 75.2
27.0, 51.4, 75.1
27.0, 51.0, 75.1
26.9, 50.8, 75.0
26.9, 51.0, 75.0
26.9, 51.0, 75.0
26.9, 50.9, 75.0
26.9, 50.5, 75.0
26.9, 50.9, 74.9
26.9, 50.6, 74.9
26.9, 51.2, 74.9
26.9, 51.1, 74.9
26.9, 50.8, 74.8
26.9, 50.6, 74.8
26.9, 51.1, 74.8
26.9, 51.4, 74.7
26.9, 51.0, 74.7
26.9, 51.3, 74.7
26.9, 51.7, 74.7
26.9, 51.3, 74.6
26.9, 51.1, 74.6
26.9, 51.4, 74.6
26.9, 51.6, 74.6
26.9, 51.7, 74.6
26.9, 51.5, 74.5
26.9, 51.8, 74.5
26.9, 51.4, 74.5
26.9, 51.0, 74.4
26.9, 50.9, 74.4
26.9, 51.0, 74.4
26.9, 51.9, 74.5
27.0, 51.4, 74.4
27.0, 50.7, 74.4
27.0, 50.7, 74.4
27.0, 50.8, 74.4
27.0, 50.6, 74.4
27.0, 50.6, 74.3
27.0, 50.6, 74.3
27.0, 50.6, 74.3
27.0, 50.8, 74.3
27.0, 50.9, 74.3
27.0, 50.9, 74.3
26.9, 51.0, 74.2
26.9, 51.2, 74.2
26.9, 51.3, 74.2
26.9, 51.2, 74.1
26.9, 51.4, 74.1
26.9, 51.9, 74.1
26.9, 52.2, 74.1
26.9, 52.3, 74.1
26.9, 52.1, 74.1
26.9, 51.7, 74.1
26.9, 51.8, 74.0
26.9, 52.0, 74.0
26.8, 52.2, 74.0
26.8, 52.3, 74.0
26.8, 52.0, 74.0
26.8, 51.9, 74.0
26.8, 52.4, 74.0
26.8, 52.2, 73.9
26.8, 52.0, 73.9
26.8, 52.0, 73.9
26.8, 51.8, 73.9
26.8, 51.9, 73.9
26.8, 52.0, 73.9
26.7, 52.1, 73.9
26.7, 52.0, 73.9
26.7, 52.0, 73.9
26.7, 52.3, 73.9
26.7, 52.4, 73.9
26.6, 52.5, 74.2
26.6, 52.4, 74.4
26.6, 52.3, 74.2
26.4, 52.4, 74.3
26.6, 51.8, 74.5
26.6, 51.6, 74.5
26.6, 51.5, 74.5
26.6, 51.7, 74.5
26.6, 51.8, 74.4
26.7, 52.0, 74.4
26.7, 51.9, 74.4
26.7, 52.2, 74.3
26.7, 52.2, 74.3
26.7, 51.9, 74.3
26.7, 51.9, 74.3
26.7, 52.1, 74.2
26.7, 52.1, 74.2
26.7, 52.1, 74.2
26.7, 52.2, 74.2
26.7, 52.1, 74.2
26.7, 51.9, 74.1
26.7, 52.0, 74.1
26.6, 51.8, 74.2
26.7, 51.9, 74.2
26.7, 51.9, 74.2
26.7, 51.9, 74.2
26.7, 51.8, 74.1
26.7, 51.7, 74.1
26.7, 51.8, 74.1
26.8, 51.7, 74.1
26.8, 51.8, 74.1
26.8, 51.6, 74.1
26.8, 51.5, 74.1
26.9, 51.5, 74.1
26.9, 51.4, 74.1
26.9, 51.2, 74.1
26.9, 51.1, 74.1
26.9, 50.9, 74.1
26.9, 50.9, 74.0
26.9, 50.8, 74.0
26.9, 50.9, 74.0
26.9, 50.8, 74.0
26.9, 50.7, 74.0
26.9, 50.6, 74.0
26.9, 50.8, 74.0
26.9, 50.8, 74.0
26.9, 50.8, 74.0
26.9, 50.7, 74.0
26.9, 50.8, 74.0
26.9, 50.9, 74.0
26.9, 50.9, 74.0
26.9, 50.6, 74.0
26.7, 51.0, 74.0
26.9, 50.5, 74.0
26.8, 50.5, 73.9
26.9, 50.5, 73.9
26.8, 50.2, 73.9
26.8, 50.3, 73.9
26.8, 50.4, 73.9
26.8, 50.6, 73.9
26.8, 50.7, 73.9
26.6, 51.3, 73.9
26.8, 50.8, 73.9
26.8, 50.7, 73.8
26.8, 50.7, 73.8
26.8, 50.6, 73.8
26.8, 50.7, 73.8
26.8, 50.8, 73.8
26.8, 50.5, 73.8
26.8, 50.8, 73.8
26.8, 50.7, 73.8
26.8, 50.9, 73.8
26.8, 50.8, 73.8
26.8, 50.8, 73.8
26.7, 51.1, 73.8
26.7, 51.3, 73.8
26.7, 51.3, 73.8
26.7, 51.2, 73.7
26.7, 51.1, 73.7
26.5, 51.6, 73.6
26.7, 51.3, 73.6
26.7, 51.5, 73.6
26.7, 51.6, 73.7
26.7, 51.6, 73.6
26.7, 51.8, 73.6
26.6, 52.0, 73.6
26.6, 52.3, 73.6
26.6, 52.4, 73.6
26.6, 52.3, 73.6
26.6, 52.3, 73.7
26.6, 52.3, 73.6
26.6, 52.3, 73.6
26.6, 52.4, 73.6
26.6, 52.3, 73.6
26.6, 52.3, 73.5
26.6, 52.5, 73.5
26.6, 52.7, 73.5
26.6, 52.7, 73.5
26.6, 52.6, 73.5
26.6, 52.7, 73.5
26.6, 52.8, 73.4
26.5, 53.5, 73.4
26.7, 52.8, 73.4
26.7, 52.5, 73.4
26.6, 52.4, 73.4
26.6, 52.3, 73.4
26.6, 52.5, 73.4
26.6, 52.3, 73.4
26.6, 52.3, 73.4
26.6, 52.4, 73.4
26.5, 52.5, 73.3
26.5, 52.7, 73.3
26.5, 53.0, 73.3
26.5, 53.0, 73.3
26.5, 52.9, 73.3
26.5, 52.8, 73.2
26.5, 52.8, 73.2
26.5, 53.0, 73.3
26.5, 53.3, 73.3
26.4, 53.2, 73.3
26.4, 53.1, 73.2
26.4, 53.1, 73.2
26.4, 53.0, 73.2
26.4, 52.8, 73.2
26.3, 52.9, 73.2
26.3, 53.1, 73.1
26.3, 53.1, 73.1
26.2, 53.3, 73.1
26.3, 53.2, 73.1
26.3, 53.2, 73.1
26.2, 53.3, 73.1
26.2, 53.4, 73.1
26.2, 53.4, 73.1
26.2, 53.6, 73.1
26.2, 53.6, 73.0
26.3, 53.8, 73.0
26.3, 54.3, 73.0
26.3, 54.3, 73.0
26.3, 54.1, 73.0
26.3, 54.2, 73.5
26.3, 54.2, 73.7
26.4, 53.7, 73.7
26.4, 53.5, 73.6
26.4, 53.5, 73.5
26.4, 53.6, 73.5
26.4, 53.6, 73.4
26.4, 53.4, 73.4
26.4, 53.6, 73.3
26.4, 53.6, 73.3
26.5, 53.4, 73.3
26.5, 53.6, 73.2
26.5, 53.7, 73.2
26.5, 53.7, 73.2
26.5, 54.0, 73.1
26.5, 53.9, 73.1
26.5, 53.4, 73.0
26.5, 53.1, 73.0
26.5, 53.1, 73.0
26.4, 53.3, 73.0
26.4, 53.5, 73.0
26.4, 53.3, 73.0
26.4, 53.3, 73.0
26.4, 53.1, 73.0
26.4, 53.0, 72.9
26.5, 52.7, 72.9
26.4, 52.6, 72.9
26.4, 52.4, 72.9
26.4, 52.1, 72.9
26.4, 51.9, 72.9
26.4, 51.7, 72.9
26.4, 51.6, 73.1
26.4, 51.7, 72.8
26.4, 51.7, 72.8
26.4, 51.8, 72.7
26.4, 51.9, 72.7
26.4, 52.5, 72.7
26.4, 52.6, 72.7
26.4, 52.4, 72.7
26.4, 52.6, 72.7
26.4, 52.6, 72.7
26.2, 52.6, 72.7
26.4, 52.2, 72.7
26.4, 52.2, 72.7
26.3, 52.5, 72.6
26.3, 52.6, 72.6
26.3, 52.4, 72.6
26.3, 52.6, 72.6
26.3, 52.6, 72.6
26.3, 52.7, 72.6
26.4, 52.5, 72.5
26.4, 52.3, 72.5
26.3, 52.6, 72.5
26.3, 52.6, 72.5
26.3, 52.6, 72.5
26.3, 52.6, 72.5
26.3, 52.5, 72.4
26.4, 52.4, 72.4
26.2, 52.6, 72.5
26.4, 52.1, 72.5
26.4, 52.3, 72.4
26.4, 52.3, 72.4
26.4, 52.6, 72.4
26.4, 53.0, 72.4
26.4, 53.2, 72.4
26.4, 53.4, 72.3
26.4, 53.3, 72.4
26.4, 53.2, 72.3
26.4, 52.9, 72.3
26.4, 52.8, 72.3
26.4, 52.8, 72.3
26.3, 52.9, 72.3
26.3, 53.1, 72.3
26.3, 53.1, 72.2
26.3, 53.3, 72.3
26.3, 53.4, 72.3
26.3, 53.4, 72.3
26.3, 53.3, 72.3
26.3, 53.2, 72.3
26.3, 53.2, 72.2
26.3, 53.3, 72.2
26.3, 53.3, 72.2
26.3, 53.4, 72.2
26.2, 53.3, 72.1
26.2, 53.3, 72.1
26.2, 53.4, 72.1
26.2, 53.4, 72.1
26.2, 53.4, 72.1
26.2, 53.3, 72.1
26.1, 53.2, 72.1
26.1, 53.2, 72.1
26.1, 53.2, 72.0
26.1, 53.4, 72.1
26.1, 53.5, 72.1
26.1, 53.6, 72.0
26.1, 53.6, 72.0
26.1, 53.7, 72.0
26.0, 53.9, 72.0
26.1, 53.7, 72.0
26.0, 53.9, 72.0
26.0, 53.9, 72.0
26.1, 53.9, 72.0
26.1, 53.9, 72.0
26.1, 54.0, 72.0
26.1, 53.9, 72.0
26.1, 53.9, 71.9
26.1, 53.9, 71.9
26.1, 53.9, 71.9
26.1, 53.9, 71.9
26.1, 53.9, 71.9
26.1, 54.0, 71.9
26.1, 54.0, 71.9
26.1, 53.9, 71.9
26.1, 53.7, 71.9
26.1, 53.8, 71.9
26.1, 54.1, 71.9
26.1, 54.3, 71.8
26.1, 54.4, 71.8
26.1, 54.6, 71.8
26.1, 54.6, 71.9
26.2, 54.1, 71.8
26.2, 53.7, 71.9
26.2, 53.6, 71.9
26.2, 53.5, 71.9
26.2, 53.4, 71.8
26.2, 53.3, 71.8
26.3, 53.5, 71.8
26.3, 53.6, 71.8
26.3, 53.5, 71.8
26.3, 53.6, 71.8
26.3, 53.7, 71.8
26.3, 53.8, 71.8
26.3, 53.5, 71.8
26.3, 53.3, 71.7
26.3, 53.3, 71.7
26.3, 53.5, 71.7
26.3, 53.6, 71.7
26.3, 53.5, 71.7
26.3, 53.6, 71.7
26.3, 53.4, 71.6
26.3, 53.4, 71.6
26.3, 53.4, 71.6
26.3, 53.4, 71.6
26.3, 53.5, 71.6
26.2, 53.5, 71.6
26.2, 53.7, 71.6
26.2, 53.6, 71.6
26.2, 53.5, 71.6
26.3, 53.5, 71.6
26.3, 53.9, 71.6
26.2, 53.7, 71.5
26.2, 54.1, 71.5
26.2, 53.9, 71.5
26.3, 53.9, 71.5
26.2, 53.8, 71.5
26.2, 53.7, 71.5
26.2, 53.6, 71.5
26.2, 53.3, 71.5
26.0, 53.5, 71.5
26.1, 53.4, 71.5
26.0, 53.7, 71.5
26.1, 53.5, 71.5
26.1, 53.5, 71.5
26.1, 53.6, 71.5
26.1, 53.6, 71.5
26.1, 53.7, 71.5
26.1, 53.7, 71.5
26.1, 53.9, 71.5
26.1, 53.9, 71.5
26.1, 54.0, 71.4
26.1, 53.9, 71.4
26.1, 54.0, 71.5
26.1, 54.0, 71.4
26.1, 54.0, 71.4
26.1, 54.2, 71.4
26.1, 54.2, 71.4
26.1, 54.2, 71.4
26.1, 54.3, 71.3
26.1, 54.3, 71.3
26.1, 54.4, 71.3
26.1, 54.4, 71.3
26.1, 54.3, 71.3
26.1, 54.2, 71.3
26.1, 54.2, 71.2
26.1, 54.2, 71.2
26.1, 54.3, 71.2
26.1, 54.4, 71.3
26.1, 54.5, 71.2
26.1, 54.5, 71.3
26.1, 54.7, 71.3
26.0, 55.1, 71.3
26.1, 55.2, 71.3
26.1, 55.3, 71.3
26.2, 55.3, 71.3
26.2, 55.4, 71.3
26.2, 55.1, 71.3
26.3, 54.7, 71.3
26.3, 54.4, 71.3
26.3, 54.5, 71.2
26.3, 54.8, 71.2
26.4, 55.3, 71.2
26.4, 54.7, 71.2
26.4, 54.3, 71.2
26.5, 53.9, 71.2
26.5, 53.7, 71.2
26.5, 53.2, 71.2
26.5, 52.9, 71.3
26.5, 52.6, 71.2
26.4, 52.9, 71.2
26.4, 53.1, 71.2
26.4, 53.1, 71.2
26.4, 53.1, 71.2
26.4, 52.8, 71.1
26.4, 52.6, 71.2
26.4, 52.7, 71.2
26.4, 52.5, 71.2
26.4, 52.6, 71.3
26.4, 52.6, 71.3
26.3, 52.6, 71.3
26.3, 52.8, 71.2
26.3, 53.0, 71.2
26.3, 53.9, 71.2
26.3, 53.9, 71.2
26.3, 54.1, 71.2
26.3, 54.0, 71.2
26.3, 53.6, 71.2
26.3, 53.3, 71.2
26.3, 53.4, 71.2
26.3, 53.3, 71.2
26.3, 53.3, 71.2
26.3, 53.1, 71.2
26.2, 53.1, 71.2
26.2, 53.1, 71.2
26.2, 53.3, 71.2
26.2, 53.6, 71.2
26.2, 53.6, 71.2
26.2, 53.7, 71.2
26.2, 53.7, 71.2
26.2, 53.6, 71.2
26.2, 53.5, 71.2
26.2, 53.6, 71.2
26.1, 53.9, 71.2
26.1, 54.1, 71.2
26.1, 54.0, 71.2
26.1, 53.9, 71.2
26.1, 54.1, 71.2
26.1, 54.0, 71.2
26.1, 54.1, 71.2
26.1, 54.1, 71.2
26.1, 54.0, 71.2
26.1, 54.1, 71.2
26.0, 54.3, 71.2
26.0, 54.4, 71.2
26.0, 54.4, 71.2
26.0, 54.4, 71.1
26.0, 54.6, 71.1
26.0, 54.7, 71.1
26.0, 54.5, 71.1
25.9, 54.3, 71.1
25.9, 54.3, 71.1
25.9, 54.4, 71.1
25.9, 55.0, 71.0
25.9, 55.2, 71.1
25.9, 54.8, 71.1
25.9, 54.7, 71.1
25.9, 54.8, 71.1
25.9, 54.5, 71.0
25.9, 54.4, 71.0
25.9, 54.2, 71.0
25.9, 54.1, 71.0
25.9, 54.1, 71.0
25.8, 54.1, 71.1
25.8, 54.1, 71.1
25.8, 54.0, 71.0
25.8, 53.9, 71.1
25.8, 53.9, 71.1
25.8, 53.8, 71.1
25.8, 53.9, 71.1
25.8, 53.9, 71.1
25.8, 54.0, 71.1
25.8, 54.2, 71.1
25.8, 54.3, 71.1
25.7, 55.0, 71.1
25.7, 55.7, 71.1
25.7, 55.9, 71.0
25.6, 55.6, 71.0
25.6, 55.6, 71.0
25.6, 55.1, 71.0
25.6, 55.1, 71.0
25.6, 55.0, 71.0
25.7, 55.1, 71.1
25.7, 54.9, 71.1
25.7, 55.0, 71.2
25.8, 55.0, 71.2
25.8, 54.9, 71.2
25.8, 54.9, 71.2
25.8, 54.9, 71.5
25.8, 55.0, 71.5
25.8, 55.0, 71.5
25.8, 54.8, 71.5
25.8, 54.7, 71.5
25.8, 54.6, 71.4
25.8, 54.7, 71.4
25.8, 54.7, 71.4
25.8, 54.7, 71.4
25.8, 54.7, 71.4
25.8, 54.8, 71.4
25.7, 55.0, 71.4
25.7, 55.2, 71.3
25.7, 55.4, 71.3
25.7, 55.4, 71.3
25.7, 55.4, 71.3
25.7, 55.4, 71.3
25.7, 55.5, 71.3
25.7, 55.6, 71.3
25.7, 55.4, 71.3
25.7, 55.4, 71.3
25.7, 55.5, 71.3
25.7, 55.4, 71.3
25.7, 55.5, 71.3
25.7, 56.0, 71.3
25.7, 56.4, 71.2
25.7, 56.1, 71.2
25.7, 55.8, 71.3
25.7, 55.6, 71.2
25.7, 55.5, 71.2
25.7, 55.5, 71.2
25.7, 55.7, 71.3
25.7, 56.1, 71.3
25.7, 56.1, 71.2
25.7, 55.9, 71.2
25.7, 56.1, 71.2
25.6, 55.9, 71.2
25.7, 55.8, 71.2
25.6, 55.7, 71.2
25.7, 55.5, 71.2
25.6, 55.7, 71.2
25.7, 55.8, 71.2
25.6, 55.5, 71.2
25.7, 55.4, 71.1
25.7, 55.3, 71.1
25.7, 55.3, 71.1
25.7, 55.2, 71.1
25.7, 55.2, 71.1
25.7, 55.1, 71.1
25.7, 55.0, 71.1
25.7, 54.9, 71.1
25.7, 54.9, 71.1
25.7, 55.0, 71.1
25.7, 55.0, 71.1
25.7, 55.1, 71.1
25.7, 54.9, 71.1
25.7, 54.8, 71.1
25.7, 54.8, 71.0
25.7, 55.0, 71.0
25.8, 55.0, 71.0
25.8, 55.1, 71.0
25.8, 55.2, 72.8
25.8, 55.3, 78.4
25.8, 55.1, 77.6
25.8, 55.0, 77.1
25.8, 54.9, 76.7
25.8, 54.9, 76.4
25.8, 54.9, 76.1
25.8, 54.9, 75.9
25.8, 54.8, 75.7
25.8, 54.7, 75.5
25.8, 54.9, 75.3
25.8, 55.0, 75.2
25.8, 54.9, 75.1
25.8, 54.8, 74.9
25.8, 54.8, 74.8
25.8, 54.8, 74.7
25.8, 54.8, 74.6
25.8, 54.7, 74.5
25.7, 54.7, 74.5
25.7, 54.8, 74.4
25.7, 54.9, 74.3
25.7, 54.9, 74.2
25.7, 55.0, 74.2
25.7, 54.8, 74.1
25.7, 54.8, 74.1
25.7, 54.8, 74.0
25.7, 55.0, 74.0
25.7, 55.1, 73.9
25.7, 54.9, 73.9
25.7, 54.8, 73.8
25.7, 54.8, 73.8
25.6, 54.8, 73.7
25.6, 54.9, 73.7
25.6, 55.0, 73.6
25.6, 55.1, 73.6
25.6, 54.9, 73.5
25.6, 54.9, 73.5
25.6, 54.8, 73.4
25.6, 54.8, 73.4
25.6, 54.8, 73.4
25.6, 54.8, 73.3
25.6, 54.8, 73.3
25.6, 54.8, 73.2
25.6, 54.9, 73.2
25.6, 54.9, 73.2
25.6, 55.0, 73.2
25.6, 54.9, 73.2
25.6, 54.9, 73.2
25.6, 54.9, 73.2
25.6, 54.9, 73.1
25.6, 54.9, 73.1
25.6, 54.8, 73.1
25.6, 54.8, 73.0
25.6, 54.6, 73.0
25.6, 54.6, 72.9
25.6, 54.6, 72.9
25.6, 54.6, 72.9
25.6, 54.6, 72.9
25.6, 54.5, 72.9
25.6, 54.5, 72.8
25.6, 54.5, 72.8
25.6, 54.4, 72.8
25.6, 54.5, 72.7
25.5, 54.6, 72.7
25.6, 54.6, 72.7
25.6, 54.6, 72.6
25.6, 54.6, 72.6
25.6, 54.6, 72.6
25.6, 54.6, 72.6
25.6, 54.6, 72.5
25.6, 54.6, 72.5
25.6, 54.6, 72.5
25.6, 54.7, 72.5
25.6, 54.7, 72.5
25.5, 54.8, 72.5
25.5, 54.9, 72.5
25.5, 55.1, 72.5
25.5, 55.1, 72.4
25.5, 55.2, 72.4
25.5, 55.3, 72.4
25.5, 55.3, 72.4
25.5, 55.6, 72.3
25.5, 55.5, 72.3
25.5, 55.5, 72.3
25.5, 55.5, 72.3
25.5, 55.4, 72.3
25.4, 55.3, 72.3
25.5, 55.5, 72.3
25.5, 55.4, 72.3
25.5, 55.4, 72.2
25.4, 55.4, 72.2
25.5, 55.5, 72.2
25.4, 55.6, 72.2
25.4, 55.6, 72.2
25.4, 55.7, 72.2
25.4, 55.9, 72.1
25.4, 56.3, 72.1
25.4, 56.2, 72.1
25.4, 56.0, 72.1
25.5, 56.1, 72.1
25.5, 56.0, 72.1
25.6, 55.9, 72.1
25.6, 55.8, 72.1
25.7, 55.6, 72.1
25.7, 55.5, 72.1
25.8, 55.4, 72.1
25.7, 55.1, 72.0
25.9, 55.0, 72.0
25.9, 54.9, 72.0
25.9, 54.8, 72.0
26.0, 54.8, 72.0
26.0, 54.8, 72.0
26.0, 54.8, 72.0
26.1, 54.7, 72.1
26.1, 54.7, 72.1
26.1, 54.5, 72.1
26.1, 54.4, 72.1
26.1, 54.4, 72.1
26.2, 54.4, 72.1
26.2, 54.3, 72.1
26.2, 54.3, 72.1
26.2, 54.2, 72.1
26.2, 54.2, 72.0
26.2, 54.3, 72.0
26.3, 54.2, 72.0
26.3, 54.2, 72.0
26.3, 54.2, 71.9
26.3, 54.1, 71.9
26.3, 54.1, 71.9
26.3, 54.2, 71.9
26.3, 54.1, 71.9
26.3, 54.2, 71.9
26.3, 54.2, 71.9
26.3, 54.3, 71.9
26.3, 54.2, 71.9
26.4, 54.3, 71.9
26.4, 54.3, 71.9
26.4, 54.2, 71.8
26.4, 54.2, 71.8
26.4, 54.2, 71.8
26.4, 54.1, 71.8
26.4, 54.1, 71.8
26.4, 54.1, 71.8
26.4, 54.0, 71.8
26.4, 54.2, 71.8
26.4, 54.3, 71.8
26.4, 54.4, 71.8
26.5, 54.4, 71.8
26.5, 54.5, 71.8
26.5, 54.4, 71.8
26.5, 54.2, 71.7
26.5, 54.1, 71.7
26.5, 54.1, 71.7
26.5, 54.0, 71.7
26.5, 54.0, 71.7
26.5, 54.1, 71.6
26.5, 54.0, 71.6
26.5, 54.0, 71.6
26.6, 54.0, 71.6
26.6, 54.1, 71.6
26.6, 54.1, 71.6
26.6, 54.0, 71.6
26.6, 54.2, 71.6
26.6, 54.1, 71.6
26.6, 54.2, 71.6
26.6, 54.2, 71.6
26.6, 54.2, 71.6
26.6, 54.2, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.6
26.6, 54.2, 71.6
26.6, 54.2, 71.6
26.4, 54.3, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.6
26.6, 54.2, 71.6
26.6, 54.1, 71.6
26.6, 54.3, 71.6
26.6, 54.5, 71.6
26.6, 54.4, 71.6
26.6, 54.4, 71.6
26.6, 54.4, 71.6
26.6, 54.4, 71.6
26.6, 54.4, 71.6
26.6, 54.4, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.6
26.4, 54.4, 71.6
26.6, 54.2, 71.6
26.6, 54.2, 71.6
26.6, 54.3, 71.6
26.6, 54.5, 71.5
26.6, 54.4, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.6
26.6, 54.3, 71.5
26.6, 54.3, 71.5
26.6, 54.4, 71.5
26.6, 54.4, 71.5
26.6, 54.3, 71.5
26.6, 54.5, 71.5
26.6, 54.5, 71.5
26.6, 54.5, 71.5
26.6, 54.5, 71.5
26.6, 54.5, 71.5
26.6, 54.5, 71.5
26.6, 54.6, 71.4
26.6, 54.6, 71.5
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.8, 71.5
26.4, 55.0, 71.5
26.5, 55.3, 71.5
26.6, 55.6, 71.5
26.6, 55.4, 71.5
26.6, 55.2, 71.5
26.6, 55.1, 71.5
26.6, 55.1, 71.5
26.6, 55.1, 71.5
26.6, 55.1, 71.4
26.6, 55.0, 71.5
26.6, 55.0, 71.5
26.6, 55.1, 71.5
26.6, 55.0, 71.5
26.6, 55.1, 71.5
26.6, 55.1, 71.4
26.6, 55.0, 71.4
26.6, 55.0, 71.4
26.6, 55.0, 71.4
26.6, 55.1, 71.4
26.6, 55.0, 71.4
26.6, 54.9, 71.4
26.6, 55.0, 71.4
26.6, 55.1, 71.4
26.6, 55.1, 71.4
26.6, 55.1, 71.4
26.6, 55.1, 71.4
26.6, 55.0, 71.4
26.6, 55.0, 71.4
26.6, 55.0, 71.4
26.6, 54.9, 71.3
26.6, 54.9, 71.3
26.6, 54.9, 71.3
26.4, 54.9, 71.3
26.6, 55.0, 71.3
26.6, 55.0, 71.4
26.6, 54.9, 71.3
26.6, 54.9, 71.3
26.6, 54.9, 71.3
26.6, 54.9, 71.4
26.6, 54.8, 71.4
26.6, 54.9, 71.4
26.6, 54.9, 71.4
26.6, 54.9, 71.4
26.6, 54.8, 71.4
26.6, 54.8, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
26.6, 54.7, 71.4
26.6, 54.8, 71.4
26.6, 54.7, 71.4
26.6, 54.7, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
26.6, 54.6, 71.4
